chicago,"
let's get this going
looking for some safe fun, 5'10"" 170lbs athletic type 6.5 cut. ddf, bttm vers

love to cuddle...

HuRry lets get this going

Eigh four seven eight zero nine 1154
"
chicago,"
Bottom hosting on northside looking for a sexy top.

Average build here. 6Foot 2, 36 in w, 230 pounds, black, hairy, 34 y.o.


Please have a pic.
"
chicago,"
I got in from drinking all night and willing to blow some guy. I'm very masculine guy here. send face pic for a response.
"
chicago,"
Just seeking other hung guys for some oral, 69,totally clean, good hygiene, hiv- and std free, expect the same. 8'c here into similar and bigger. No flakes or BS. Trying to do this tonight, can host in hotel. Serious responses, pics for trade.
"
chicago,"
47 wht bi poppered up cum pig seeking verbal hung feeders...........reply with stats and pics.........looking to travel. looking for now!!
"
chicago,"
Hi 

I'm in the mood for Anal sex and am a total bottom. I also enjoy giving blowjobs. I have: blue eyes, brown hair, 5'8"" 176 lbs. I can host at My place. I'm available: Weekday Mornings till Noon and Anytime on the Weekends. 
I'll send a face pic. when You reply back. 

Thanks !!
"
chicago,"
Hey guys - really horny here and looking to host now. I'm a bottom who likes getting fucked, poppers, love sucking cock, swallowing and making a guy feel satisfied.

I'm Five 10, mixed, one hundred seventy five lbs, 32w, seven and a half cut with a tight, bubble butt. Neg and ddf here, you be too. I like guys of any race or age too - can be discreet here as well. If this is up, I'm looking. Please send a pic and stats in your first email.
"
chicago,"
6'3, 180, mod hairy, 7uc. Euro bottom cocksucker. Come over, I'll suck it, you/I can jerk it off, and tell me where you want your load togo.
Discreet/normal guy here for same. Stats/Pics to meet. I HOST.
"
chicago,"
Ready to be used. 5' 8"" 140 fit tight ass and ready for a good fuck. Send a body pic and stats in email. Neg here. Hosting but may travel. Masc. Discreet is cool. NSA. Want your cock serviced?
"
chicago,"
Looking for some young gentle thugs. Have a hot moist mouth and talented tongue to orally service you. Have a tight bottom for your pleasure. Can host in the later evenings. Please respond with your stats & pictures.
"
chicago,"
Get that Spa day like experience you deserve. Done on a Prof table with candles and soft music . Come relax and get that massage experience you are looking for. Email for details and rates.
"
chicago,"
fat in experienced pantie boi. very dl. love to have my mouth slammed and gagging on dom cock do you have enough cock to bust this big phat booty open? ddf dl masc bottom here looking to get used hard into all race and age big cocks a +++ looking as long as this add is up ddf and hiv- ub2!
SEND Cock PIC AND STATS TO SHOW U ARE REAL. I don't need a face pic
"
chicago,"
I need a MAN to feed me his big cock. Put me on my knees and use my mouth and maybe ass . I am looking for a masculine MAN. No fems. I love big uncut cocks. Age/ Race not important, just be masculine. Verbal and agressive is a plus. I am masculine myself, blond, good looking, 6ft, 200lbs, 6.5in fat cut cock. Pics for trade. Into verbal, cocks, balls, cum, piss. Love to service big hairy cock. I have 420 and drinks to share.
"
chicago,"
I am looking to compare cocks with a confident guy. I am not well endowed, and I am looking to compare and get teased for having a small cock. After that, I am open to see where things go. I am looking for a guy or group of guys within a reasonable age range from me who are into this sort of thing. Discretion is a must as this is a little taboo. Reply with face pic, stats, and location if interested. I cannot host.

m4m m4mm sph small penis small cock small dick
"
chicago,"
I worship cock, balls and very clean ass. Fuck my cuntmouth. I'll swallow but also love getting facials. I'm clean, DDF, discreet, straight looking/acting, 5'8"". 165, br/bl. I'll do any oral service that you require. Love hearing dirty talk while I'm sucking and rimming. No b/d, s/m, car fun. You must host. I give long, slow blowjobs or a quick blow-n-go. No one sucks like I do. Let me worship your cock and take your cum load. I'm for real and a total cockwhore/cumslut.
"
chicago,"
I can host host or travel(locally, as in 10 mins or less in distance)
into quite a bit of stuff(making out for starters, oral, other stuff too depending on the chemistry)
I got a few fetishes i get into.
Again, Just looking to mess around and see where it goes, this includes either just chilling a watching a movie or chilling over a beer or whatever else we can get into. ;)

My Stats!! 5'7,8.5x5.5 hung, uncut, athletic build, black guy mixed
seeking 19-40 Masculine studs
Please have picture sent when replying 
thanks in advance for your time
"
chicago,"
Very private and discreet gloryhole for you to use. Get serviced and leave. I like all kind of men big and small. Just be a nice person and game players can stay away! All I need from you is a cock pick. Lets play!
"
chicago,"
Horned up and looking for a cocksucker. 
Stop by and let me feed you a load. 
5'11, 180, thick cock.
ddf/hiv neg. popper friendly. hosting.
pics for trade.
"
chicago,"
I'm a panty boy bottom looking for a thick top who is a dog owner and into xtreme kink...I come to you...I cannot host.
"
chicago,"
46 5'9"" ddf neg 180 6"" gl mwm. I am looking for a host that needs their cock sucked and a tight ass to fuck. Into making out and poppers, I come in, take my clothes off you give me poppers to sniff and i start working on your cock with my mouth. Lay on my back head hanging over edge and you feed me your cock and fuck my mouth and throat When you are ready I will turn around for you. You host. Lets have some fun. Available now.
"
chicago,"
very discreet 33 yr old bottom, my stats are 5'7 187, black (light skinned), nice body (average shape, slight chub) smooth and soft, very well groomed, ex-frat guy, cute, sub in bed. Other info 7 inches, goatee, 35 waist, 43 inch ass.

Open to pretty much anything, do like a guy to take control. Be disease and drug free, definitely have good hygiene IS A MUST. Pics not necessary, but need a description. Safe play, hosting staying at hotel in Glenview area. kik me a jazy52.
"
chicago,"
Looking for a big dick to get on my knees for and suck to completion, no recip, blow and go
Please be local, ddf and hung 7.5+. You must host.
30yo white good looking masculine guy here
Send stats, pic and location in first message to get this going.
"
chicago,"
athletic muscular guy 39, Lakeview, loves giving great head to the right guy. Preference for fit, athletic, muscular men who enjoy a good bj, and perhaps into giving one as well-but def not mandatory.
170, fivc nine, DDF, + friendly. Can host or travel but must trade pics to meet. (face, nude, body). Be assured that they're deleted after viewing as I expect you to. I have no reason in keeping pics for any reason. Whats the point? I also do not meet without that stipulation. I want you to know what I look like and vice versa. Not surprising uncomfortable meetings. If you're the type that doesn't care to see who you're about to meet, then we're not a match.
"
chicago,"
I'm a white American into Latinos Asians and MiddleEastern men.
Yo hablo Espanol, y puedes contestarme en Espanol si.prefieres.
I'm open to just friendship as well as sex.
I'm 100% masculine and discrete. Not into the gayscene.
Sex with other guys should be a macho experience!

I like oral sex and am versatile. I like to Give Receive or 69.
It's great to 69 and enjoy sucking a real man's dick at the same time he's enjoying mine
But if you are a total top and just want a great blowjob, I'm ready for you
I'll do everything the way you like it from beginning to completion. I love to take a mouthful of hot sperm, taste and swallow it and know that my man is totally satisfied.
A big plus for uncircumcised men.

I dont do anal or rim. I recently tested negative for HIV and other STDs.

I'm 59 years old; in good shape, but not a young prettyboy or pornostar. I'm looking for guys ages 25 to 45, who like mature men. If you dont know how good an experienced masculine man can be, I'm ready to show you!
We can meet at my place in Cicero or I can drive to you.

Serious about meeting? Tell me your stats (Age Height Weight Race/Nationality) and what you like to do.
I have a photo ready to send BUT YOU HAVE TO SEND ME YOUR PHOTO FIRST
I'd like to trade phone numbers, talk enough to make sure we're a good match and make plans to meet and get naked MAN TO MAN
"
chicago,"
Hosting all day 2 bottom guys discreet and looking for black tops. If you are under 40 and have a big dick n nutt hit us up. Two very nice holes to unload in the more black dick the better.
We have pics
"
chicago,"
5'10, lean/muscular, hung thick .. like to fuck for a long time, multiple rounds, huge loads

looking for sexy, masculine bottoms who can't get enough cock

neg and on prep . you be disease free

hmu w/ stats and pics
"
chicago,"
Cumdump bottom with insatiable hole who loves taking loads and pleasing tops. Preppy outside and piggy inside. Got a tight ass and nice fuckhole made for milking loads. Seed me, share me with other tops, whore me out. No PNP. Poppers+.
Door unlocked, blindfolded, ass up in a jock doing poppers
White masculine 5'9, 165 lbs, Br/Br , Clean , Ddfree , Prep 

Hosting here at my place. 

Send pics and stats for a quick response and addy
"
chicago,"
Putting myself out there. Having your head on your shoulders is all I am really asking as a prerequisite. Let's see if anything comes out of this. Vers.

"
chicago,"
MWM in hotel. 38yo and horny looking for some naked play. Five foot seven. 170 pounds smooth. Hmu looking for now. Can host
"
chicago,"
I am looking for a guy who knows how to give great head to an appreciative bi male. I am good looking, white, 6'3, 180lbs, 7c guy and in shape. I am also into face fucking if you are up for that. I love to hold the back of a guy's head while he gives a good long blow job. Or you lay on the bed with your head hanging over the end of the bed and you just open wide and I go to town that way.

Ideally I am looking for a college guy home on break (21-29years old).

Please be h/w/p, and very discreet. 

Send stats, including age, location and when you are free if interested.
"
chicago,"
Hey guys I'm offering a free full body massage for 45 minutes. I only use organic oils my strong hands and relaxing music for relaxing full body experience that helps you release stress and I'm not any muscles from a long work week or hard workout at the gym! The message me with your stats and age and a pic if you'd like to receive a massage! 
"
chicago,"
Hi, discreet guy looking for similar guys for some dl fun. I really love mutual jerking off and getting a nice bj. If it goes there, I'm top, safe only. I am DDF/NEG, non smoker, Asian. Looking for guys around my age, fit, DDF/NEG. Please responses with stats and pics.
"
chicago,"
Good evening.Are there any Straight only,white,real decent looking guys,in shape only,safe and clean, horny,Married guy ONLY,between 25-47 ONLY(No older),either new and curious to this,or your wife is not servicing you regularly, or your wife is pregnant,and not taking care of you,and you are from out of the area,and staying at a hotel or motel anywhere in the South Subs,Midway,Orland,Tinley Park area and available anytime tonight,and you are looking to get a great,discreet blowjob,without any reciprocation wanted back,by a safe,clean guy anytime tonight at your hotel.or motel ,then get back to me.I am a SWM Professional,47,safe,clean and discreet,looking to suck Married cock at your hotel or motel in the South Subs,Midway Orland Tinley Park area anytime tonight..Discretion is guaranteed completely,and I only service you,and absolutely nothing wanted back,and I do not have pics,nor need any.You must respond back with a cell contact number(A MUST) Serious only,No games at all.Available anytime tonight.Any replies that do not include a cell contact number will be deleted.

"
chicago,"
Two Older, One Top other Versatile Top 4 a Younger Bottom. Looking for a guy under 30yrs, and slender and smooth. Asian+++ Please send Age, Height, Weight.
Response must have a Nude Frontal Photo. No face is fine.
Looking for afternoons and Early Evenings all this week.

Please put ""Bottom"" in subject line so we know your not SPAM

LOOKING TO PLAY SOON.
Hosting here.

NO PNP, Poppers are ok.
We're Non-Smokers
"
chicago,"
nothings hotter than a guy in a pair of these bad boys
Any guys who wear cowboy boots on a daily basis looking to play? 
looking for a regular buddy to role-play/meetup
if you wear them with anything/have a pair in your closet or dont have any but like the idea, 
reply back with what size ft you are and lets cowboy up :)
"
chicago,"
bi straight masc guy, secretly a total sub bottom cocksucker, looking to eat a few loads tonight. stop by and feed me? love dark room, anon, blow and go scenes. Dominant Daddy's are my favorite, but anyone with a hard cock and a thick load can hit me up.
"
chicago,"
Looking for someone who wants to get deep throated while watching porn

Kick back, get sucked, bust your nut

Send age n stats or pic
"
chicago,"
Anybody like using the sauna/showers at the XSport gym in Lakeview? Love hanging out naked in the sauna and looking at the hot guys. Anyone wanna join me sometime? I'm there all the time! Send pics and we can exchange some and then hang out there! A workout buddy would be cool too.
"
chicago,"

I'm available tonight and looking to suck.

Me: Ddf neg fit HWP GL
You: inshape Ddf neg hung

I'm looking to travel or host

Looking if ad is posted
"
chicago,"
Door open, in the shower, dimly or dark and anon...can either play there the entire time or start there and move around...love dimly lit or dark and anon

36 white good looking scruffy blonde blue five nine 150 D/DF. (poppers/420 cool)

Eager Cock sucker, looking to suck and service...longer sessions, edging and really working on a guys cock while I jerk and do poppers...Stamina & longer sessions appreciated.

Shoot a face pic & stats for a reply
"
chicago,"
I'mbe headed west from AH and would love to stop off somewhere along the way for a nice blowjob. I raided the wife's panty drawer and now I'm horned up. Pantyboys and cd's ++. 

Forty two, five eleven, one ninety, 6+ cut and trimmed. 

Include a pic or two. YOU MUST HOST
"
chicago,"
Latin TOP, 6uc cock, STD free, HIV neg. Looking for safe play with a slender bottom. Race open.

Please be under 45 *** STD free and HIV neg, is a MUST! *** SAFE PLAY ONLY

I'm hosting near the red line in Rogers Park or can travel to you if you're near the cta.

Send your pic and stats and come on over. Let's do this in under three messages.
"
chicago,"
i am in the mood to have some hot m2m fun , i am open for many things so if u are interested hit me back with Age and Stats just be clean ddf about me i am 42 y o 6 ft 160 lbs athletic and smooth body brown hair and eyes clean and ddf i can host or travel discreet here , <<>> hit me up lets talk and see if we can have some fun 
so if u decide to answer would u plz provide ur AGE - STATS and be willing to exchange a pic 
cheers .
"
chicago,"
Generous guy looking for a dude between 18-32 to come over and try on some underwear I'll provide. I'm tall, gl. Can get an uber for the right guy.
"
chicago,"
Masculine 29yo white guy looking to get on my knees and suck ur 7.5+ dick and take ur load, no recip.
Please send stats pic and location to get this going.
Looking for now and u must host and be local and ddf
"
chicago,"
Hey Whats Up!
I'm a Very Clean and Good Looking Young Latin Guy
I'm offering a full body Nude Deep Tissue Massage with Release and Mutual Touching/Play If Desired. 
I'm 22 years old, 5ft3 and 130lbs 7"" Vers DD Free. Hit me up for more Details. I Can host or Travel.
"
chicago,"
Uncut masc lean hairy guy seeking a bj. Cant host. Must be clean and dd free neg. Send ure stats and loc for a response. Thanks.
"
